ID,Title,AI Automated Test,AI Model,AI Type,Attachments,Automation Type,Created By,Created On,Estimate,Expected Result,Forecast,Goals,Labels,Mission,Preconditions,Priority,References,Section,Section Depth,Section Description,Section Hierarchy,Steps,Steps,Steps (Additional Info),Steps (Expected Result),Steps (References),Steps (Shared step ID),Steps (Step),Suite,Suite ID,Template,Type,Updated By,Updated On,is_converted
,History tab is absent on the live site,,,,,Automated,Omeesha Mahanta,,,No History tab exists in the current version,,,corporate-pricing,,"On the Pricebook Details page for the ""2022-NP Tier 1"" pricebook (office 1604)

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator
Sample input 1: ""History""",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. Open the Pricebook Details page.</li>
<li>2. Search the tab row for a ""History"" tab</li>
</ol>",,,"1. The Pricebook Details page loads and displays its tab row.
2. No History tab exists in the current version",,,,Master,S1620,Test Case (Steps),Regression,,,
,Clicking an existing strategy loads its details,,,,,Automated,Omeesha Mahanta,,,Selecting a strategy loads its details into the editor (name field + flag checkboxes reflect the strategy),,,corporate-pricing,,"On the Pricebook Details page for the ""2022-NP Tier 1"" pricebook (office 1604), with the Pricing Strategy tab active and the ""2022-NP Tier 1"" strategy present in the Price Strategies list

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator
Sample input 1: ""2022-NP Tier 1""",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. Open the Pricebook Details page.</li>
<li>2. Click the strategy ""2022-NP Tier 1"" in the Price Strategies list.</li>
<li>3. Verify the editor shows the strategy name + flag checkboxes (Is Productions, Is Internal, Is GSO, Is Active)</li>
</ol>",,,"1. The Pricebook Details page loads with the Price Strategies list displayed.
2. Clicking ""2022-NP Tier 1"" selects it and highlights it in the Price Strategies list.
3. Selecting a strategy loads its details into the editor (name field + flag checkboxes reflect the strategy)",,,,Master,S1620,Test Case (Steps),Regression,,,
,Setting a location's Primary Pricing surfaces that office in the strategy grid,,,,,Automated,Omeesha Mahanta,,,"The ""Locations Using Pricing As Default"" table (cols ""Local Office"", ""Local Office Name"") lists at least one row and includes office 1604 - the office whose Primary Pricing now points at this strategy. The grid is a read-only back-reference: an office surfaces here only because of its Primary Pricing selection, so an empty grid is no longer accepted as a pass",,,corporate-pricing,,"Office 1604's Location -> Pricing tab is reachable, and the ""2026-Tier 2 Resort B"" Equipment strategy (pricebook ""2026-PB5"") is selectable as a Primary Equipment Pricing option for office 1604

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator
Sample input 1: ""2026-Tier 2 Resort B""
Sample input 2: ""Locations Using Pricing As Default""",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. On office 1604's Pricing tab, set Primary Equipment Pricing to ""2026-Tier 2 Resort B"" and Save (skip the save when it is already selected).</li>
<li>2. Open the ""2026-Tier 2 Resort B"" pricebook's Pricing Strategy tab and read the ""Locations Using Pricing As Default"" table.</li>
<li>3. Restore office 1604's Primary Equipment Pricing to its original value</li>
</ol>",,,"1. Office 1604's Primary Equipment Pricing field shows ""2026-Tier 2 Resort B"" as the selected value.
2. The ""2026-Tier 2 Resort B"" pricebook's Pricing Strategy tab opens and displays the ""Locations Using Pricing As Default"" table.
3. The ""Locations Using Pricing As Default"" table (cols ""Local Office"", ""Local Office Name"") lists at least one row and includes office 1604 - the office whose Primary Pricing now points at this strategy. The grid is a read-only back-reference: an office surfaces here only because of its Primary Pricing selection, so an empty grid is no longer accepted as a pass",,,,Master,S1620,Test Case (Steps),Regression,,,
,Edit an existing strategy and Save persists the change (with restore),,,,,Automated,Omeesha Mahanta,,,A saved edit to an existing strategy persists across reload; the strategy is restored to its original state afterward (no leftover changes),,,corporate-pricing,,"On the Pricebook Details page for the ""2022-NP Tier 1"" pricebook (office 1604), with the Pricing Strategy tab active and the ""2022-NP Tier 1"" strategy at its default saved state

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator
Sample input 1: ""2022-NP Tier 1""",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. Confirm the starting state (strategy = ""2022-NP Tier 1"").</li>
<li>2. Edit the strategy name field (append a reversible marker).</li>
<li>3. Click Save.</li>
<li>4. Reload the page</li>
</ol>",,,"1. The strategy list shows ""2022-NP Tier 1"" as the current starting-state strategy.
2. The strategy name field accepts the typed edit and displays the appended marker.
3. Clicking Save submits the change and the page displays a success indicator.
4. A saved edit to an existing strategy persists across reload; the strategy is restored to its original state afterward (no leftover changes)",,,,Master,S1620,Test Case (Steps),Regression,,,
,Add New opens the New Pricing Strategy dialog and appends a row,,,,,Automated,Omeesha Mahanta,,,"Add (""+"") opens the New Pricing Strategy dialog; submitting ""Add"" appends a fresh (unsaved) strategy to the list. (The add flow opens a dialog first.)",,,corporate-pricing,,"On the Pricebook Details page for the ""2022-NP Tier 1"" pricebook (office 1604), with the Pricing Strategy tab active and one existing strategy in the list

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator
Sample input 1: ""+""",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. Open the Pricebook Details page.</li>
<li>2. Click the Add (""+"") button in the Price Strategies pane.</li>
<li>3. Enter a Strategy Name and click ""Add"".</li>
<li>4. Discard the new strategy (Remove) without Save</li>
</ol>",,,"1. The Pricebook Details page loads with the Price Strategies pane displayed.
2. Clicking ""+"" opens the New Pricing Strategy dialog.
3. The typed Strategy Name is accepted and clicking ""Add"" closes the dialog.
4. Add (""+"") opens the New Pricing Strategy dialog; submitting ""Add"" appends a fresh (unsaved) strategy to the list. (The add flow opens a dialog first.)",,,,Master,S1620,Test Case (Steps),Regression,,,
,Newly added strategy shows a Remove button,,,,,Automated,Omeesha Mahanta,,,A newly-added strategy row carries a Remove affordance,,,corporate-pricing,,"On the Pricebook Details page for the ""2022-NP Tier 1"" pricebook (office 1604), with the Pricing Strategy tab active, ready to add a new strategy via the dialog

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. Add a new strategy via the dialog.</li>
<li>2. Inspect the new strategy's list item.</li>
<li>3. Discard (Remove) without Save</li>
</ol>",,,"1. The new strategy appears as a row in the Price Strategies list.
2. The new strategy's list item includes a visible Remove button.
3. A newly-added strategy row carries a Remove affordance",,,,Master,S1620,Test Case (Steps),Regression,,,
,Legacy strategies do not show a Remove button,,,,,Automated,Omeesha Mahanta,,,A saved (legacy) strategy has no Remove control,,,corporate-pricing,,"On the Pricebook Details page for the ""2022-NP Tier 1"" pricebook (office 1604), with the Pricing Strategy tab active and the existing (saved) ""2022-NP Tier 1"" strategy in the list

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. Open the Pricebook Details page.</li>
<li>2. Inspect the legacy strategy's list item</li>
</ol>",,,"1. The Pricebook Details page loads with the legacy strategy listed.
2. A saved (legacy) strategy has no Remove control",,,,Master,S1620,Test Case (Steps),Regression,,,
,Remove on a new strategy deletes it before commit,,,,,Automated,Omeesha Mahanta,,,"Removing a new (uncommitted) strategy deletes it from the list instantly, returning the form to clean",,,corporate-pricing,,"On the Pricebook Details page for the ""2022-NP Tier 1"" pricebook (office 1604), with the Pricing Strategy tab active and a newly added (unsaved) strategy in the list

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. Add a new strategy via the dialog.</li>
<li>2. Click the new strategy's Remove button.</li>
<li>3. Verify state</li>
</ol>",,,"1. The new strategy appears as a row in the Price Strategies list.
2. Clicking Remove deletes the new strategy row from the list immediately.
3. Removing a new (uncommitted) strategy deletes it from the list instantly, returning the form to clean",,,,Master,S1620,Test Case (Steps),Regression,,,
,Legacy strategies cannot be removed from the management view,,,,,Automated,Omeesha Mahanta,,,"There is no path to remove a legacy strategy from this management view (the Remove control is available only for newly-added strategies, never for saved ones)",,,corporate-pricing,,"On the Pricebook Details page for the ""2022-NP Tier 1"" pricebook (office 1604), with the Pricing Strategy tab active and an existing (saved) strategy visible in the list

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. Open the Pricebook Details page with a legacy strategy visible.</li>
<li>2. Look for any remove/delete control on the legacy strategy</li>
</ol>",,,"1. The Pricebook Details page loads with the legacy strategy visible in the list.
2. There is no path to remove a legacy strategy from this management view (the Remove control is available only for newly-added strategies, never for saved ones)",,,,Master,S1620,Test Case (Steps),Regression,,,
,Unmodified strategy list shows the clean state (Save disabled),,,,,Automated,Omeesha Mahanta,,,With no pending changes the page is clean - there is no separate state badge; the Save button's disabled state is the clean indicator,,,corporate-pricing,,"On the Pricebook Details page for the ""2022-NP Tier 1"" pricebook (office 1604), with the Pricing Strategy tab active and no changes made

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. Open the Pricebook Details page and make no changes.</li>
<li>2. Observe the Save button</li>
</ol>",,,"1. The Pricebook Details page loads with no pending changes.
2. With no pending changes the page is clean - there is no separate state badge; the Save button's disabled state is the clean indicator",,,,Master,S1620,Test Case (Steps),Regression,,,
,Editing a strategy changes the state to dirty (Save enabled),,,,,Automated,Omeesha Mahanta,,,Editing any editable strategy field transitions the page to dirty (Save enables),,,corporate-pricing,,"On the Pricebook Details page for the ""2022-NP Tier 1"" pricebook (office 1604), with the Pricing Strategy tab active, a strategy selected, and no changes made (Save disabled)

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. Open the Pricebook Details page (clean).</li>
<li>2. Edit the selected strategy's name field.</li>
<li>3. Discard (reload / restore) without Save</li>
</ol>",,,"1. The Pricebook Details page loads with the Save button disabled (clean state).
2. The strategy name field accepts the typed edit and displays the new text.
3. Editing any editable strategy field transitions the page to dirty (Save enables)",,,,Master,S1620,Test Case (Steps),Regression,,,
,Adding a new strategy changes the state to dirty (Save enabled),,,,,Automated,Omeesha Mahanta,,,Adding a new strategy transitions the page to dirty (Save enables),,,corporate-pricing,,"On the Pricebook Details page for the ""2022-NP Tier 1"" pricebook (office 1604), with the Pricing Strategy tab active and no changes made (Save disabled)

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. Open the Pricebook Details page (clean).</li>
<li>2. Add a new strategy via the dialog.</li>
<li>3. Discard (Remove) without Save</li>
</ol>",,,"1. The Pricebook Details page loads with the Save button disabled (clean state).
2. The new strategy is added and appears in the Price Strategies list.
3. Adding a new strategy transitions the page to dirty (Save enables)",,,,Master,S1620,Test Case (Steps),Regression,,,
,Save commits strategy edits and additions in one batch (with restore),,,,,Automated,Omeesha Mahanta,,,A single Save commits all pending edits + additions; both are reflected on reload; the page is restored to its starting state afterward,,,corporate-pricing,,"On the Pricebook Details page for the ""2022-NP Tier 1"" pricebook (office 1604), with the Pricing Strategy tab active and the page at its default saved state

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. Confirm the starting state.</li>
<li>2. Edit the existing strategy (reversible marker) AND add a new strategy via the dialog.</li>
<li>3. Click Save.</li>
<li>4. Reload.</li>
<li>5. Restore the starting state (remove the added strategy / revert the edit)</li>
</ol>",,,"1. The strategy list shows the baseline strategies with the Save button disabled.
2. The existing strategy shows the edited name and the new strategy appears in the list; Save becomes enabled.
3. Clicking Save submits both the edit and the addition and the page displays a success indicator.
4. The page reloads and displays the saved edit and the newly added strategy.
5. A single Save commits all pending edits + additions; both are reflected on reload; the page is restored to its starting state afterward",,,,Master,S1620,Test Case (Steps),Regression,,,
,Save provides confirmation feedback,,,,,Automated,Omeesha Mahanta,,,"After Save, a visible success indicator confirms the update",,,corporate-pricing,,"On the Pricebook Details page for the ""2022-NP Tier 1"" pricebook (office 1604), with the Pricing Strategy tab active and the page at its default saved state

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. Confirm the starting state.</li>
<li>2. Make a reversible change and click Save.</li>
<li>3. Observe the notifications area.</li>
<li>4. Restore the starting state</li>
</ol>",,,"1. The strategy list shows the baseline strategy with the Save button disabled.
2. The change is accepted and clicking Save submits it to the server.
3. The notifications area displays a success message confirming the save.
4. After Save, a visible success indicator confirms the update",,,,Master,S1620,Test Case (Steps),Regression,,,
,Save resets the state from dirty to clean after success,,,,,Automated,Omeesha Mahanta,,,After a successful Save the state indicator returns to clean (Save disabled),,,corporate-pricing,,"On the Pricebook Details page for the ""2022-NP Tier 1"" pricebook (office 1604), with the Pricing Strategy tab active and the page at its default saved state

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. Confirm the starting state.</li>
<li>2. Make a reversible change.</li>
<li>3. Click Save and wait for success.</li>
<li>4. Restore the starting state</li>
</ol>",,,"1. The strategy list shows the baseline strategy with the Save button disabled.
2. The change is accepted and the Save button becomes enabled.
3. Clicking Save submits the change and a success indicator is displayed.
4. After a successful Save the state indicator returns to clean (Save disabled)",,,,Master,S1620,Test Case (Steps),Regression,,,
,Add multiple strategies in one session (N=2),,,,,Automated,Omeesha Mahanta,,,Two new strategies append to the in-session list (Total goes from 1 to 2 to 3); both names render; Save is enabled. Reloading discards them (never committed),,,corporate-pricing,,"Pricebook Details for ""2022-NP Tier 1"" (office 1604), Pricing Strategy tab, Total: 1

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. Open the New Pricing Strategy dialog, enter a unique name (strategy A), click Add.</li>
<li>2. Open the dialog again, enter a second unique name (strategy B), click Add.</li>
<li>3. Verify the Save button.</li>
<li>4. Reload the page (discard)</li>
</ol>",,,"1. Strategy A is added and the list Total increases from 1 to 2.
2. Strategy B is added and the list Total increases from 2 to 3.
3. The Save button is enabled.
4. Two new strategies append to the in-session list (Total goes from 1 to 2 to 3); both names render; Save is enabled. Reloading discards them (never committed)",,,,Master,S1620,Test Case (Steps),Regression,,,
,"Add multiple strategies in one session (N=3, edge)",,,,,Automated,Omeesha Mahanta,,,Three new strategies append (Total becomes 4); Save stays enabled across multiple adds. In-session only,,,corporate-pricing,,"Pricebook Details for ""2022-NP Tier 1"" (office 1604), Pricing Strategy tab, Total: 1

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. Add three unique new strategies (A, B, C) via the dialog.</li>
<li>2. Verify the Save button.</li>
<li>3. Reload (discard)</li>
</ol>",,,"1. All three strategies (A, B, C) are added and the list Total increases from 1 to 4.
2. The Save button remains enabled.
3. Three new strategies append (Total becomes 4); Save stays enabled across multiple adds. In-session only",,,,Master,S1620,Test Case (Steps),Regression,,,
,Edit each row's name in a multi-row session,,,,,Automated,Omeesha Mahanta,,,Each row's name edits independently within a multi-row session; the list reflects both renames. In-session only (no persist),,,corporate-pricing,,"Pricebook Details for ""2022-NP Tier 1"" (office 1604), Pricing Strategy tab

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. Add two new strategies (A, B) via the dialog.</li>
<li>2. Select A, edit its name in the editor to A2.</li>
<li>3. Select B, edit its name in the editor to B2.</li>
<li>4. Reload (discard)</li>
</ol>",,,"1. Strategies A and B are added and both appear in the list.
2. Strategy A's name field updates to A2 and the list reflects the renamed row.
3. Strategy B's name field updates to B2 and the list reflects the renamed row.
4. Each row's name edits independently within a multi-row session; the list reflects both renames. In-session only (no persist)",,,,Master,S1620,Test Case (Steps),Regression,,,
,Remove each new strategy in sequence,,,,,Automated,Omeesha Mahanta,,,New (uncommitted) strategies remove one at a time (Total decrements each); after all new rows are removed the form is clean (Save disabled),,,corporate-pricing,,"Pricebook Details for ""2022-NP Tier 1"" (office 1604), Pricing Strategy tab, Total: 1

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. Add three new strategies (A, B, C) via the dialog.</li>
<li>2. Remove A via its Remove icon.</li>
<li>3. Remove B.</li>
<li>4. Remove C</li>
</ol>",,,"1. Strategies A, B, and C are added and the list Total increases from 1 to 4.
2. Strategy A is removed and the list Total decreases from 4 to 3.
3. Strategy B is removed and the list Total decreases from 3 to 2.
4. New (uncommitted) strategies remove one at a time (Total decrements each); after all new rows are removed the form is clean (Save disabled)",,,,Master,S1620,Test Case (Steps),Regression,,,
,Remove the last strategy on a new pricebook disables Save (delete-all),,,,,Automated,Omeesha Mahanta,,,Removing the only strategy on a new pricebook leaves zero strategies and disables Save (the ≥1-strategy gate). No commit,,,corporate-pricing,,"New Pricebook create page (add?type=equipment, office 1604)

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. Set Pricebook Name + Year, then add one strategy via the dialog.</li>
<li>2. Remove that strategy (its Remove icon)</li>
</ol>",,,"1. The Pricebook Name and Year are accepted and the new strategy appears in the list with Save enabled.
2. Removing the only strategy on a new pricebook leaves zero strategies and disables Save (the ≥1-strategy gate). No commit",,,,Master,S1620,Test Case (Steps),Regression,,,
,Re-add a strategy after delete-all re-enables Save,,,,,Automated,Omeesha Mahanta,,,Re-adding a strategy after delete-all re-enables Save. No commit,,,corporate-pricing,,"New Pricebook create page with Name + Year set and 0 strategies (Save disabled)

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. Add a strategy via the dialog</li>
</ol>",,,1. Re-adding a strategy after delete-all re-enables Save. No commit,,,,Master,S1620,Test Case (Steps),Regression,,,
,Reverting the strategy name disables Save,,,,,Automated,Omeesha Mahanta,,,Reverting the name to the saved value disables Save again - reverting to the original is detected as no net change,,,corporate-pricing,,"Pricebook Details for ""2022-NP Tier 1"" (office 1604), Pricing Strategy tab, clean baseline

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator
Sample input 1: ""2022-NP Tier 1""",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. Select the strategy and edit its name (append a marker).</li>
<li>2. Clear the name back to the original ""2022-NP Tier 1""</li>
</ol>",,,"1. The strategy is selected and the name field updates with the appended marker; Save becomes enabled.
2. Reverting the name to the saved value disables Save again - reverting to the original is detected as no net change",,,,Master,S1620,Test Case (Steps),Regression,,,
,Reverting a flag toggle disables Save,,,,,Automated,Omeesha Mahanta,,,Toggling a flag then reverting it disables Save (reverting to the original is no net change),,,corporate-pricing,,"Pricebook Details for ""2022-NP Tier 1"" (office 1604), Pricing Strategy tab, clean baseline

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. Toggle Is Active off.</li>
<li>2. Toggle Is Active back on</li>
</ol>",,,"1. Is Active becomes unchecked and Save becomes enabled.
2. Toggling a flag then reverting it disables Save (reverting to the original is no net change)",,,,Master,S1620,Test Case (Steps),Regression,,,
,Partial revert keeps Save enabled until all changes revert,,,,,Automated,Omeesha Mahanta,,,"With two dirty fields, reverting one leaves Save enabled; reverting both disables Save. (Is Active is used as the second changeable field - Is Internal/Is GSO are disabled while Is Productions is checked.)",,,corporate-pricing,,"Pricebook Details for ""2022-NP Tier 1"" (office 1604), Pricing Strategy tab, clean baseline

Test Data:
User: automation user (location-edit permission)
Location: test office 1604
Application: Navigator",Medium,,Strategy,1,,Corporate_Pricing > Strategy,"<ol>
<li>1. Edit the name AND toggle Is Active.</li>
<li>2. Revert only the name.</li>
<li>3. Revert Is Active</li>
</ol>",,,"1. The name field shows the edited value and Is Active toggles state; Save is enabled.
2. The name field returns to its original value and Save remains enabled.
3. With two dirty fields, reverting one leaves Save enabled; reverting both disables Save. (Is Active is used as the second changeable field - Is Internal/Is GSO are disabled while Is Productions is checked.)",,,,Master,S1620,Test Case (Steps),Regression,,,
